# concept_id	english_anchor	gloss
c51010	ocellus	noun
c51011	magna carta	
c51012	superclass	noun
c51013	bump up	verb
c51014	earful	noun
c51015	earthbound	adj
c51016	earthwork	noun
c51017	easiness	noun
c51018	easterner	noun
c51019	northerner	noun
c51020	haloperidol	noun
c51021	neuroleptic	noun
c51022	neuroleptic	adj
c51023	fanzine	noun
c51024	farmstead	noun
c51025	fatback	noun
c51026	fathomless	adj
c51027	featherweight	noun
c51028	femoral	adj
c51029	fibril	noun
c51030	fibrosis	noun
c51031	red alga	noun
c51032	terms and conditions	noun
c51033	swampland	noun
c51034	plutino	noun
c51035	monster truck	noun
c51036	cook the books	verb
c51037	sotto voce	adv
c51038	disproportionation	noun
c51039	cubic capacity	noun
c51040	radicand	noun
c51041	stardom	noun
c51042	old chinese	
c51043	purpura	noun
c51044	no doubt	adv
c51045	unappeasable	adj
c51046	scorer	noun
c51047	woolly mammoth	noun
c51048	latinity	noun
c51049	macuahuitl	noun
c51050	mesoamerican	adj
c51051	mesoamerican	noun
c51052	mesoamerica	
c51053	carrying capacity	noun
c51054	degree of freedom	noun
c51055	mass surveillance	noun
c51056	tenochtitlan	
c51057	nasopharyngitis	noun
c51058	monoprotic	adj
c51059	red onion	noun
c51060	onion ring	noun
c51061	tumble dryer	noun
c51062	fridge-freezer	noun
c51063	turn the other cheek	verb
c51064	symphony orchestra	noun
c51065	colossians	
c51066	limoncello	noun
c51067	newfoundlander	noun
c51068	lena	
c51069	provence	
c51070	old saxon	
c51071	from pillar to post	adv
c51072	bagasse	noun
c51073	colton	
c51074	whole milk	noun
c51075	chocolate bar	noun
c51076	poor box	noun
c51077	custos	noun
c51078	pelosi	
c51079	rhesus monkey	noun
c51080	acrylic fiber	noun
c51081	play for love	verb
c51082	rhesus macaque	noun
c51083	patronym	noun
c51084	cardinal numeral	noun
c51085	for loop	noun
c51086	polyptoton	noun
c51087	loggerhead turtle	noun
c51088	active volcano	noun
c51089	felicitations	noun
c51090	soft spot	noun
c51091	calligram	noun
c51092	boned	adj
c51093	ferryboat	noun
c51094	ferryman	noun
c51095	fibber	noun
c51096	fichu	noun
c51097	firedamp	noun
c51098	fishcake	noun
c51099	fishnet	noun
c51100	fishpond	noun
c51101	fistful	noun
c51102	stowaway	noun
c51103	convenience store	noun
c51104	hornbook	noun
c51105	cheer on	verb
c51106	moringa	noun
c51107	joachim	
c51108	schoolie	noun
c51109	by oneself	
c51110	florescence	noun
c51111	floret	noun
c51112	forensic science	noun
c51113	forsythia	noun
c51114	dormant volcano	noun
c51115	fungoid	adj
c51116	broken heart	noun
c51117	semiology	noun
c51118	tailless	adj
c51119	scornfully	adv
c51120	seborrhea	noun
c51121	seedbed	noun
c51122	sedation	noun
c51123	naked as the day one was born	
c51124	apostrophize	verb
c51125	carpet bomb	verb
c51126	gusty	adj
c51127	second-hand smoke	noun
c51128	spock	
c51129	hydathode	noun
c51130	resveratrol	noun
c51131	stilbene	noun
c51132	pluripotency	noun
c51133	morphogenic	adj
c51134	morphogenesis	noun
c51135	schoolwork	noun
c51136	schoolbag	noun
c51137	sculptural	adj
c51138	seasonably	adv
c51139	seedless	adj
c51140	magnesium oxide	noun
c51141	tippex	noun
c51142	spinnaker	noun
c51143	alyssum	noun
c51144	the man	noun
c51145	miyako	
c51146	pumpkin pie	noun
c51147	goat cheese	noun
c51148	hit the gas	verb
c51149	prolegomenon	noun
c51150	shoplifter	noun
c51151	apropos of nothing	
c51152	curable	adj
c51153	seamstress	noun
c51154	boorishness	noun
c51155	jump rope	noun
c51156	jump rope	verb
c51157	cheese it	
c51158	arta	
c51159	preveza	
c51160	inheritable	adj
c51161	rubato	noun
c51162	fretsaw	noun
c51163	bill of rights	noun
c51164	spikenard	noun
c51165	marginalization	noun
c51166	demonization	noun
c51167	debride	verb
c51168	tetany	noun
c51169	hyperkalemia	noun
c51170	bronchospasm	noun
c51171	discriminatory	adj
c51172	scaleless	adj
c51173	scrapyard	noun
c51174	artemisia	noun
c51175	brunswick	
c51176	gardenia	noun
c51177	gasworks	noun
c51178	geochemistry	noun
c51179	geologically	adv
c51180	geomagnetic	adj
c51181	geometrically	adv
c51182	geophysical	adj
c51183	geophysicist	noun
c51184	geopolitics	noun
c51185	bagatelle	noun
c51186	gerontologist	noun
c51187	glassblower	noun
c51188	glassblowing	noun
c51189	grammatically	adv
c51190	granitic	adj
c51191	guardhouse	noun
c51192	gunboat	noun
c51193	gunboat diplomacy	noun
c51194	act out	verb
c51195	bug-eyed	adj
c51196	harebell	noun
c51197	humidor	noun
c51198	scrupulousness	noun
c51199	tumescent	adj
c51200	tumescence	noun
c51201	ephemeris	noun
c51202	money market	noun
c51203	autotomy	noun
c51204	blue devils	noun
c51205	byzantium	
c51206	futurist	noun
c51207	futurist	adj
c51208	macramé	noun
c51209	maidenhair	noun
c51210	meadowlark	noun
c51211	megabit	noun
c51212	megalithic	adj
c51213	la niña	
c51214	seaworthiness	noun
c51215	point of reference	noun
c51216	carriage house	noun
c51217	dolce far niente	noun
c51218	in turn	
c51219	sniffer	noun
c51220	chinese whispers	noun
c51221	circumlocutionary	adj
c51222	cohere	verb
c51223	eclaircissement	noun
c51224	amanita	noun
c51225	nonstarter	noun
c51226	device driver	noun
c51227	nuclear power	noun
c51228	numerable	adj
c51229	numeracy	noun
c51230	numerate	adj
c51231	numeration	noun
c51232	numerically	adv
c51233	numismatic	adj
c51234	paleographer	noun
c51235	panchromatic	adj
c51236	pancreatic	adj
c51237	parabolic	adj
c51238	paraboloid	noun
c51239	to the letter	adv
c51240	thermonuclear weapon	noun
c51241	cheapskate	noun
c51242	secondarily	adv
c51243	american cocker spaniel	noun
c51244	quick match	noun
c51245	black powder	noun
c51246	control surface	noun
c51247	validator	noun
c51248	rate of climb	noun
c51249	early to bed, early to rise, makes a man healthy, wealthy and wise	
c51250	seemly	adj
c51251	tuzla	
c51252	cheapen	verb
c51253	pouty	adj
c51254	right ascension	noun
c51255	population density	noun
c51256	prince of darkness	
c51257	alpha privative	noun
c51258	attic salt	noun
c51259	schoolmate	noun
c51260	second-class	adj
c51261	third-class	adj
c51262	segmentation	noun
c51263	interjacent	adj
c51264	bookplate	noun
c51265	principal photography	noun
c51266	euphuism	noun
c51267	brownfield	noun
c51268	incommode	verb
c51269	interplay	noun
c51270	antanaclasis	noun
c51271	phreatic	adj
c51272	schoolmarm	noun
c51273	seascape	noun
c51274	swearer	noun
c51275	non-governmental organization	noun
c51276	record chart	noun
c51277	music chart	noun
c51278	haecceity	noun
c51279	dalmatic	noun
c51280	what the doctor ordered	noun
c51281	euchromatin	noun
c51282	interphase	noun
c51283	mitotic	adj
c51284	meiotic	adj
c51285	inversion pair	noun
c51286	cytosolic	adj
c51287	speciose	adj
c51288	entwine	verb
c51289	puppyish	adj
c51290	gooseneck barnacle	noun
c51291	lone wolf	noun
c51292	damian	
c51293	trafficker	noun
c51294	jansenism	noun
c51295	trocar	noun
c51296	oncologic	adj
c51297	entrapment	noun
c51298	lay out	verb
c51299	rada	noun
c51300	nose cone	noun
c51301	homonymous	adj
c51302	petrology	noun
c51303	photoelectricity	noun
c51304	a chain is only as strong as its weakest link	
c51305	rain cloud	noun
c51306	sleep deprivation	noun
c51307	beyond a shadow of a doubt	
c51308	speleothem	noun
c51309	discriminator	noun
c51310	time series	noun
c51311	gravimetric	adj
c51312	corporeity	noun
c51313	secretiveness	noun
c51314	semifinalist	noun
c51315	bioscience	noun
c51316	purportedly	adv
c51317	echo chamber	noun
c51318	dispersive	adj
c51319	paleontological	adj
c51320	spallation	noun
c51321	beta decay	noun
c51322	atherogenic	adj
c51323	apodyterium	noun
c51324	planktonic	adj
c51325	do drugs	verb
c51326	ablative absolute	noun
c51327	relative superlative	noun
c51328	meltwater	noun
c51329	surficial	adj
c51330	brachiopod	noun
c51331	bioturbation	noun
c51332	come what may	adv
c51333	sister ship	noun
c51334	advent calendar	noun
c51335	federal government	noun
c51336	glibness	noun
c51337	fursona	noun
c51338	cross the rubicon	verb
c51339	meat market	noun
c51340	palmist	noun
c51341	lose one's virginity	verb
c51342	franglais	
c51343	newspeak	
c51344	ghost town	noun
c51345	to the power of	
c51346	-ification	
c51347	lametta	noun
c51348	ultramarathon	noun
c51349	quarter-century	noun
c51350	authigenic	adj
c51351	ordinary differential equation	noun
c51352	catcall	noun
c51353	catcall	verb
c51354	gracilis	noun
c51355	clogged	adj
c51356	golgotha	
c51357	dog tag	noun
c51358	semidarkness	noun
c51359	seemliness	noun
c51360	seismological	adj
c51361	semiarid	adj
c51362	serviceman	noun
c51363	servicewoman	noun
c51364	serially	adv
c51365	sexily	adv
c51366	serenely	adv
c51367	amnesic	adj
c51368	amnesic	noun
c51369	waldorf salad	noun
c51370	densely	adv
c51371	chunter	verb
c51372	betterment	noun
c51373	skyline	noun
c51374	hindquarter	noun
c51375	behavioural	adj
c51376	foraminifer	noun
c51377	irredentism	noun
c51378	pharmacodynamics	noun
c51379	pharmacodynamic	adj
c51380	bioavailability	noun
c51381	pill bug	noun
c51382	isopod	noun
c51383	beer can	noun
c51384	weather front	noun
c51385	demoiselle	noun
c51386	tabletop	noun
c51387	tabletop	adj
c51388	tabulator	noun
c51389	disservice	noun
c51390	thermocline	noun
c51391	blistering	adj
c51392	medievalist	noun
c51393	tobacco pipe	noun
c51394	microcomputer	noun
c51395	-o-	
c51396	theopanism	noun
c51397	thelema	
c51398	australian shepherd	noun
c51399	working dog	noun
c51400	a day late and a dollar short	adv
c51401	in light of	
c51402	aquaphobia	noun
c51403	materialize	verb
c51404	euros	noun
c51405	radio-	
c51406	bipinnate	adj
c51407	dioecious	adj
c51408	monoecious	adj
c51409	cresset	noun
c51410	dramatize	verb
c51411	go places	verb
c51412	costumier	noun
c51413	radiocommunication	noun
c51414	radioelement	noun
c51415	love affair	noun
c51416	pull apart	verb
c51417	sculpted	adj
c51418	seafront	noun
c51419	myiasis	noun
c51420	full-time	adj
c51421	full-time	adv
c51422	radiolarian	noun
c51423	nuzzle	verb
c51424	radiological	adj
c51425	radiolysis	noun
c51426	secularist	noun
c51427	secularization	noun
c51428	secularize	verb
c51429	semipermeable	adj
c51430	sensualist	noun
c51431	sequestration	noun
c51432	shallowly	adv
c51433	shovelful	noun
c51434	shutterbug	noun
c51435	skyjacker	noun
c51436	substantival	adj
c51437	demiurge	
c51438	ageusia	noun
c51439	good-natured	adj
c51440	three-fourths	noun
c51441	harvest mite	noun
c51442	azuki bean	noun
c51443	lughnasadh	
c51444	autumnal equinox	noun
c51445	idée fixe	noun
c51446	radiotelephony	noun
c51447	topos	noun
c51448	spirulina	noun
c51449	butt crack	noun
c51450	dog-ear	noun
c51451	dog-ear	verb
c51452	rabbinate	noun
c51453	kuopio	
c51454	lappeenranta	
c51455	jyväskylä	
c51456	joensuu	
c51457	hämeenlinna	
c51458	mendicant order	noun
c51459	black friar	noun
c51460	memory card	noun
c51461	chicken nugget	noun
c51462	sniper rifle	noun
c51463	siberian husky	noun
c51464	cockfighting	noun
c51465	boneless	adj
c51466	beer bong	noun
c51467	embourgeoisement	noun
c51468	fingerboard	noun
c51469	brazil nut	noun
c51470	sweetish	adj
c51471	superstitiously	adv
c51472	superstore	noun
c51473	giyf	
c51474	balearic islands	
c51475	elbasan	
c51476	gjirokastër	
c51477	sarandë	
c51478	tepelenë	
c51479	diverticulum	noun
c51480	korean war	
c51481	mesentery	noun
c51482	unitarian universalism	
c51483	climacteric	adj
c51484	climacteric	noun
c51485	missal	noun
c51486	binitarianism	noun
c51487	trinitarianism	noun
c51488	unitarianism	noun
c51489	runaround	noun
c51490	run-up	noun
c51491	subversively	adv
c51492	succinctly	adv
c51493	conciseness	noun
c51494	underuse	noun
c51495	dropdown	adj
c51496	fork in the road	noun
c51497	surmountable	adj
c51498	daydreamer	noun
c51499	assembly line	noun
c51500	aeolian	adj
c51501	roadhouse	noun
c51502	robotize	verb
c51503	robustly	adv
c51504	tondo	noun
c51505	rockfall	noun
c51506	roguery	noun
c51507	roller skate	noun
c51508	roller skate	verb
c51509	roller skating	noun
c51510	romanticist	noun
c51511	romanticize	verb
c51512	rooftop	noun
c51513	rose-coloured	adj
c51514	rotisserie	noun
c51515	rottenness	noun
c51516	roughage	noun
c51517	rough-hew	verb
c51518	ballsy	adj
c51519	bandmaster	noun
c51520	bankable	adj
c51521	bankbook	noun
c51522	bantamweight	noun
c51523	barberry	noun
c51524	barbarize	verb
c51525	baronial	adj
c51526	basswood	noun
c51527	bathhouse	noun
c51528	battledore	noun
c51529	battlefront	noun
c51530	clothier	noun
c51531	beanstalk	noun
c51532	bearish	adj
c51533	gynoid	noun
c51534	becloud	verb
c51535	bedpost	noun
c51536	roundhouse	noun
c51537	roundish	adj
c51538	round-shouldered	adj
c51539	round table	noun
c51540	helminth	noun
c51541	linear equation	noun
c51542	dandelion clock	noun
c51543	surgically	adv
c51544	music to someone's ears	noun
c51545	sublimity	noun
c51546	unpalatable	adj
c51547	chevrotain	noun
c51548	surveyor	noun
c51549	suds	noun
c51550	subcontractor	noun
c51551	commemorative	adj
c51552	galoot	noun
c51553	galosh	noun
c51554	fucked in the head	adj
c51555	uneventful	adj
c51556	marathoner	noun
c51557	ultramarathoner	noun
c51558	nosology	noun
c51559	gangplank	noun
c51560	garfish	noun
c51561	garlicky	adj
c51562	garnishment	noun
c51563	garrulity	noun
c51564	noble metal	noun
c51565	duotheism	noun
c51566	xenobiology	noun
c51567	sensitively	adv
c51568	sentimentalist	noun
c51569	shallowness	noun
c51570	shampooer	noun
c51571	shapelessness	noun
c51572	predicament	noun
c51573	colligate	verb
c51574	notetaking	noun
c51575	shamefaced	adj
c51576	gastroenteritis	noun
c51577	gastronomic	adj
c51578	gastronomically	adv
c51579	gatehouse	noun
c51580	gear shift	noun
c51581	foundling	noun
c51582	foundling wheel	noun
c51583	hump day	noun
c51584	praetorian	noun
c51585	biogenesis	noun
c51586	rogue state	noun
c51587	on the contrary	
c51588	cytokinesis	noun
c51589	dantesque	adj
c51590	black letter	noun
c51591	self-tapping screw	noun
c51592	scurvy-grass	noun
c51593	guardsman	noun
c51594	guesser	noun
c51595	guide book	noun
c51596	guileless	adj
c51597	guilt-ridden	adj
c51598	gunny sack	noun
c51599	gunrunner	noun
c51600	snake charmer	noun
c51601	frown upon	verb
c51602	pulque	noun
c51603	baffling	adj
c51604	coral reef	noun
c51605	transclusion	noun
c51606	marbled polecat	noun
c51607	graz	
c51608	innsbruck	
c51609	actin	noun
c51610	eonism	noun
c51611	phenobarbital	noun
c51612	binomial theorem	
c51613	pascal's triangle	noun
c51614	baiji	noun
c51615	sex tourism	noun
c51616	dakuten	noun
c51617	transtheism	noun
c51618	debugging	noun
c51619	preindustrial	adj
c51620	quotation marks	noun
c51621	tell the difference	verb
c51622	jokester	noun
c51623	black maria	noun
c51624	wels catfish	noun
c51625	gemology	noun
c51626	gemologist	noun
c51627	generational	adj
c51628	genuineness	noun
c51629	gentlefolk	noun
c51630	gestate	verb
c51631	gestural	adj
c51632	adrenocorticotropic	adj
c51633	registry	noun
c51634	travertine	noun
c51635	tremolite	noun
c51636	trihedron	noun
c51637	tulip tree	noun
c51638	tung tree	noun
c51639	tung oil	noun
c51640	turbojet	noun
c51641	turboprop	noun
c51642	colloidal	adj
c51643	grown-up	adj
c51644	bombproof	adj
c51645	put pen to paper	verb
c51646	preheat	verb
c51647	reheat	verb
c51648	taper off	verb
c51649	empty vessels make the most sound	
c51650	universal joint	noun
c51651	homology	noun
c51652	psychopolitics	noun
c51653	elephant seal	noun
c51654	fur seal	noun
c51655	monk seal	noun
c51656	ringed seal	noun
c51657	solomon's seal	noun
c51658	unseal	verb
c51659	acquired immune deficiency syndrome	noun
c51660	human immunodeficiency virus	noun
c51661	immunodeficiency	noun
c51662	uraninite	noun
c51663	uropygial gland	noun
c51664	garden gnome	noun
c51665	stuff one's face	verb
c51666	sendoff	noun
c51667	sewerage	noun
c51668	sharp-eyed	adj
c51669	shot-putter	noun
c51670	bandgap	noun
c51671	variable star	noun
c51672	virial theorem	
c51673	regicidal	adj
c51674	evolutionary biology	noun
c51675	comestible	adj
c51676	comestible	noun
c51677	cordless	adj
c51678	decider	noun
c51679	opuscule	noun
c51680	literalism	noun
c51681	cloistral	adj
c51682	conscience vote	noun
c51683	gyrus	noun
c51684	fornix	noun
c51685	baba ganoush	noun
c51686	tahini	noun
c51687	binge eating	noun
c51688	binge eating disorder	noun
c51689	bioactive	adj
c51690	overheated	adj
c51691	overheat	verb
c51692	subtotal	noun
c51693	sunbather	noun
c51694	zero gravity	noun
c51695	schnitzel	noun
c51696	schnook	noun
c51697	sectional	noun
c51698	surrealistic	adj
c51699	surefooted	adj
c51700	survivalist	noun
c51701	you scratch my back and i'll scratch yours	
c51702	survivalism	noun
c51703	russian empire	
c51704	soundscape	noun
c51705	shantytown	noun
c51706	shirker	noun
c51707	shoebill	noun
c51708	memorialize	verb
c51709	christmas time	noun
c51710	f clef	noun
c51711	bass clef	noun
c51712	middle c	noun
c51713	discomfiture	noun
c51714	unidirectional	adj
c51715	hunting horn	noun
c51716	wild strawberry	noun
c51717	highbush blueberry	noun
c51718	puebla	
c51719	compulsory purchase	noun
c51720	cargo hold	noun
c51721	zebroid	noun
c51722	ball lightning	noun
c51723	venture capitalist	noun
c51724	bundt cake	noun
c51725	cinephilia	noun
c51726	debaucher	noun
c51727	miner's lettuce	noun
c51728	calamint	noun
c51729	corpus callosum	noun
c51730	conidiogenesis	noun
c51731	conidium	noun
c51732	hypha	noun
c51733	monopod	noun
c51734	serfdom	noun
c51735	monocoque	noun
c51736	sink or swim	verb
c51737	arithmetic logic unit	noun
c51738	candy cane	noun
c51739	litter box	noun
c51740	secret agent	noun
c51741	shipbuilder	noun
c51742	shipyard	noun
c51743	shorebird	noun
c51744	circuit breaker	noun
c51745	castanet	noun
c51746	doner kebab	noun
c51747	chicken-hearted	adj
c51748	sheepshank	noun
c51749	monkey's fist	noun
c51750	sheet bend	noun
c51751	double sheet bend	noun
c51752	amigurumi	noun
c51753	giant slalom	noun
c51754	gyoza	noun
c51755	jiaozi	noun
c51756	electric shock	noun
c51757	megacity	noun
c51758	dicotyledonous	adj
c51759	hoisin sauce	noun
c51760	nickel silver	noun
c51761	inpatient	noun
c51762	flashover	noun
c51763	st. john's wort	noun
c51764	jobseeker	noun
c51765	means test	noun
c51766	eligibility	noun
c51767	biosynthesis	noun
c51768	ladyboy	noun
c51769	banana seat	noun
c51770	microloan	noun
c51771	negotiable	adj
c51772	mifepristone	noun
c51773	self-medication	noun
c51774	fieldwork	noun
c51775	rancidification	noun
c51776	old boy	noun
c51777	neckerchief	noun
c51778	overpass	noun
c51779	message board	noun
c51780	noun clause	noun
c51781	thunderbird	noun
c51782	working day	noun
c51783	drinking game	noun
c51784	one step at a time	adv
c51785	olla podrida	noun
c51786	tajine	noun
c51787	half-ass	adj
c51788	half-ass	verb
c51789	half-assed	adj
c51790	undercard	noun
c51791	unelectable	adj
c51792	nonbeliever	noun
c51793	biometric	adj
c51794	biometrics	noun
c51795	fuck with	verb
c51796	skywards	adv
c51797	sky-high	adj
c51798	nodular	adj
c51799	novelize	verb
c51800	invertible	adj
c51801	pde	noun
c51802	kuhnian	adj
c51803	neo-pagan	adj
c51804	absentee ballot	noun
c51805	postal vote	noun
c51806	sportswear	noun
c51807	flak jacket	noun
c51808	hostage to fortune	noun
c51809	lung cancer	noun
c51810	add fuel to the fire	verb
c51811	pull quote	noun
c51812	treyf	adj
c51813	landscaping	noun
c51814	chalumeau	noun
c51815	kickboxer	noun
c51816	psychopomp	noun
c51817	rationalist	noun
c51818	samara	noun
c51819	biocoenosis	noun
c51820	congeniality	noun
c51821	internet forum	noun
c51822	whack-a-mole	noun
c51823	tersely	adv
c51824	non-esterified fatty acid	noun
c51825	adiponectin	noun
c51826	patagium	noun
c51827	baseball bat	noun
c51828	nunatak	noun
c51829	market gardening	noun
c51830	cosplay	noun
c51831	cosplay	verb
c51832	cosplayer	noun
c51833	square sail	noun
c51834	land bridge	noun
c51835	verb phrase	noun
c51836	course of action	noun
c51837	snath	noun
c51838	treelike	adj
c51839	subunit	noun
c51840	mycorrhiza	noun
c51841	hard hat	noun
c51842	grounding	noun
c51843	autistic spectrum disorder	noun
c51844	baby monitor	noun
c51845	reclusive	adj
c51846	briefing	noun
c51847	death squad	noun
c51848	death metal	noun
c51849	sextuple	noun
c51850	breakfast bar	noun
c51851	city boy	noun
c51852	city girl	noun
c51853	convenience food	noun
c51854	first responder	noun
c51855	emergency service	noun
c51856	christianly	adv
c51857	spreader	noun
c51858	bornholm	
c51859	rulership	noun
c51860	member state	noun
c51861	subdeacon	noun
c51862	high mass	noun
c51863	day off	noun
c51864	boom vang	noun
c51865	body mass index	noun
c51866	under no circumstance	
c51867	equalize	verb
c51868	performance metric	noun
c51869	stertorously	adv
c51870	putatively	adv
c51871	untouchable	adj
c51872	untouchable	noun
c51873	st. stephen's day	
c51874	erythropoiesis	noun
c51875	boxing day	noun
c51876	snowboot	noun
c51877	snowless	adj
c51878	snow cover	noun
c51879	snow chain	noun
c51880	sharecropper	noun
c51881	mucilage	noun
c51882	shamefully	adv
c51883	shamelessness	noun
c51884	shatterproof	adj
c51885	nikopol	
c51886	radio frequency	noun
c51887	jutland	
c51888	winter sport	noun
c51889	pilferage	noun
c51890	thurifer	noun
c51891	of two minds	
c51892	sense organ	noun
c51893	sundeck	noun
c51894	monotonously	adv
c51895	christmas season	noun
c51896	road hog	noun
c51897	pungency	noun
c51898	snowboarder	noun
c51899	snow cannon	noun
c51900	snow shovel	noun
c51901	ski jumper	noun
c51902	alpine skiing	noun
c51903	cross-country skiing	noun
c51904	christmas cracker	noun
c51905	white as snow	adj
c51906	snowed in	adj
c51907	skinhead	noun
c51908	bobsled	verb
c51909	bobsledder	noun
c51910	petey	
c51911	snakelet	noun
c51912	lepidopterist	noun
c51913	savoie	
c51914	chamonix	
c51915	national park	noun
c51916	newsreel	noun
c51917	insulating	adj
c51918	tunicate	noun
c51919	fritillary	noun
c51920	helmholtz free energy	noun
c51921	halberdier	noun
c51922	advance guard	noun
c51923	swappable	adj
c51924	terrine	noun
c51925	mutinous	adj
c51926	heat death of the universe	
c51927	hawkweed	noun
c51928	hawking	
c51929	hawkbit	noun
c51930	euler's identity	
c51931	probabilistic	adj
c51932	randomized	adj
c51933	microbiome	noun
c51934	angiogenesis	noun
c51935	vasculature	noun
c51936	endothelial	adj
c51937	growth hormone	noun
c51938	axonal	adj
c51939	angiotensin	noun
c51940	piton	noun
c51941	enucleate	verb
c51942	statin	noun
c51943	put-down	noun
c51944	sinless	adj
c51945	singer-songwriter	noun
c51946	single-mindedness	noun
c51947	single-minded	adj
c51948	sixfold	adj
c51949	six-pack	noun
c51950	self-satisfaction	noun
c51951	pressure vessel	noun
c51952	peter principle	
c51953	cicatrize	verb
c51954	variety store	noun
c51955	jam session	noun
c51956	central europe	
c51957	alunite	noun
c51958	go to	verb
c51959	picket	noun
c51960	sanctimony	noun
c51961	still wine	noun
c51962	riverbank	noun
c51963	collapsible	adj
c51964	chopin	
c51965	high roller	noun
c51966	schismatic	adj
c51967	schismatic	noun
c51968	schizoid	adj
c51969	schizoid	noun
c51970	schmaltzy	adj
c51971	word of honor	noun
c51972	selective serotonin reuptake inhibitor	noun
c51973	ready meal	noun
c51974	shrink-wrap	noun
c51975	unmotivated	adj
c51976	silver-plated	adj
c51977	sisterly	adj
c51978	sisterly	adv
c51979	sitarist	noun
c51980	skateboarder	noun
c51981	ten commandments	
c51982	sleeping pill	noun
c51983	axisymmetric	adj
c51984	lenticular	adj
c51985	supraspinatus	noun
c51986	coachwork	noun
c51987	alogical	adj
c51988	weak-willed	adj
c51989	shutdown	noun
c51990	high relief	noun
c51991	quenelle	noun
c51992	interdisciplinary	adj
c51993	recursivity	noun
c51994	swayback	noun
c51995	sweatpants	noun
c51996	sweepstake	noun
c51997	sweetmeat	noun
c51998	sweet-talk	verb
c51999	switcher	noun
c52000	tall poppy syndrome	noun
c52001	universal serial bus	noun
c52002	crime against humanity	noun
c52003	work-life balance	noun
c52004	sheatfish	noun
c52005	outbox	noun
c52006	inbox	noun
c52007	usb adapter	noun
c52008	peppery	adj
c52009	midfield	noun
c52010	usb port	noun
c52011	candlelight	noun
c52012	dairymaid	noun
c52013	bullshitter	noun
c52014	butterfingered	adj
c52015	evenhanded	adj
c52016	self-rule	noun
c52017	sheepishly	adv
c52018	snoring	noun
c52019	sherbet	noun
c52020	superbly	adv
c52021	excellently	adv
c52022	shadowboxing	noun
c52023	boxing ring	noun
c52024	combat sport	noun
c52025	lysergic acid diethylamide	noun
c52026	new world monkey	noun
c52027	baptism of fire	noun
c52028	gendarmerie	noun
c52029	quentin	
c52030	michelangelo	
c52031	elaine	
c52032	elisha	
c52033	supremely	adv
c52034	adrienne	
c52035	theodora	
c52036	olga	
c52037	diethyl	noun
c52038	phosphene	noun
c52039	sparkling wine	noun
c52040	alcoholize	verb
c52041	alcoholized	adj
c52042	nobleness	noun
c52043	noblewoman	noun
c52044	notability	noun
c52045	notarial	adj
c52046	nurseryman	noun
c52047	nutritive	adj
c52048	salmonberry	noun
c52049	toolkit	noun
c52050	groundhog day	
c52051	tv guide	noun
c52052	foolery	noun
c52053	incidence	noun
c52054	subjugation	noun
c52055	stunted	adj
c52056	sterility	noun
c52057	precious stone	noun
c52058	midpoint	noun
c52059	line segment	noun
c52060	pauli exclusion principle	
c52061	headboard	noun
c52062	supertanker	noun
c52063	subsoil	noun
c52064	decahedron	noun
c52065	slipperiness	noun
c52066	smelter	noun
c52067	smokiness	noun
c52068	smugness	noun
c52069	stuffily	adv
c52070	sturdiness	noun
c52071	streetwalker	noun
c52072	strategist	noun
c52073	superfluously	adv
c52074	straw-colored	adj
c52075	strategically	adv
c52076	porn star	noun
c52077	virion	noun
c52078	stir up	verb
c52079	intersexual	adj
c52080	theobromine	noun
c52081	bath mat	noun
c52082	scientism	noun
c52083	lutherie	noun
c52084	sublease	noun
c52085	subnormal	adj
c52086	suborbital	adj
c52087	subscript	noun
c52088	subsurface	adj
c52089	subtenant	noun
c52090	summerhouse	noun
c52091	stretchable	adj
c52092	streptococcus	noun
c52093	streptococcal	adj
c52094	continuously variable transmission	noun
c52095	gear ratio	noun
c52096	sectarianism	noun
c52097	skin-deep	adj
c52098	skinless	adj
c52099	skintight	adj
c52100	skimmer	noun
c52101	slacks	noun
c52102	sledder	noun
c52103	slasher	noun
c52104	slenderness	noun
c52105	sleeplessly	adv
c52106	short-tempered	adj
c52107	slovenliness	noun
c52108	smutty	adj
c52109	sneakily	adv
c52110	sterling silver	noun
c52111	snobbishness	noun
c52112	snooper	noun
c52113	snorer	noun
c52114	stably	adv
c52115	staffer	noun
c52116	stagehand	noun
c52117	arabist	noun
c52118	staphylococcal	adj
c52119	starless	adj
c52120	claymation	noun
c52121	leeuwarden	
c52122	subplot	noun
c52123	untidiness	noun
c52124	unsteadiness	noun
c52125	unread	adj
c52126	unplugged	adj
c52127	plug in	verb
c52128	unheard-of	adj
c52129	undying	adj
c52130	guy-wire	noun
c52131	guy rope	noun
c52132	cause a stir	verb
c52133	yuri	noun
c52134	suppliant	adj
c52135	suppliant	noun
c52136	chromatographic	adj
c52137	interceptor	noun
c52138	insole	noun
c52139	milch	adj
c52140	milch cow	noun
c52141	semiconducting	adj
c52142	plane angle	noun
c52143	shiatsu	noun
c52144	egovernment	noun
c52145	shipowner	noun
c52146	sidelong	adj
c52147	double-breasted	adj
c52148	sixth sense	noun
c52149	mogadishu	
c52150	old hand	noun
c52151	shell shock	noun
c52152	thirdly	adv
c52153	fourthly	adv
c52154	fifthly	adv
c52155	sixthly	adv
c52156	seventhly	adv
c52157	forkful	noun
c52158	forewoman	noun
