# lang=en
free	unfree
comedogen	comedolytic
nonstatic	static
positive economics	normative economics
downgoing	upgoing
eurytherm	stenotherm
stenotherm	eurytherm
intrasubunit	intersubunit
intersubunit	intrasubunit
nonempirical	empirical
permeant	impermeant
postcourse	precourse
uneditable	editable
esthetical	inaesthetic
dissave	save
interchromosomal	intrachromosomal
intrachromosomal	interchromosomal
ill-defined	well-defined
micropsia	macropsia
macroinvertebrate	microinvertebrate
egressive	ingressive
phaneritic	aphanitic
ingressive	egressive
legal person	natural person
fullwidth	halfwidth
rightie	leftie
righty	lefty
unergative	unaccusative
unergative	transitive
unaccusative	unergative
unaccusative	transitive
homodiegetic	heterodiegetic
reactively	proactively
on-screen	off-screen
passivize	activize
passivise	activise
passivizable	non-passivizable
passivizable	unpassivizable
unpassivizable	passivizable
poikilothermic	homeothermic
ingenuine	genuine
ingenuine	authentic
ingenuine	real
ingenuine	natural
ingenuine	true
anterogradely	retrogradely
retrogradely	anterogradely
untucked	tucked in
unswervingly	swervingly
inclusionary	exclusionary
nontipped	tipped
anti-cure	pro-cure
underexplored	overexplored
underexpressed	overexpressed
in the right	in the wrong
in the wrong	in the right
unclimbable	climbable
match made in heaven	match made in hell
match made in hell	match made in heaven
overpayment	backlog
overpayment	arrears
overpayment	arrear
overpayment	[[be]]ing [[behind#Adverb
overpayment	be
hyperintensity	hypointensity
criminalise	decriminalise
antigovernment	pro-government
antigovernment	progovernment
antigovernment	pro-government
antigovernment	progovernment
in the driver's seat	in the back seat
false consciousness	class consciousness
nonpotable	potable
upstater	New Yorker
privatise	nationalise
downwardly	upwardly
folkish	modern
folkish	futuristic
folkish	universalist
cyberdefense	cyberattack
A team	B team
A team	varsity
A team	junior
A team	second
depoliticization	politicization
blinkingly	unblinkingly
charmless	charming
no host bar	hosted bar
no host bar	open bar
batin	zahir
woodpusher	master
woodpusher	grandmaster
unsuddenly	suddenly
unsudden	sudden
skippable	unskippable
have been around	be born yesterday
have been around	fall off the turnip truck
cluelessness	cluefulness
adonist	Jehovist
underpriced	overpriced
read head	write head
non-progressive	progressive
overruff	underruff
bibliophilic	unbibliophilic
underexplain	overexplain
hyperintense	hypointense
full verb	helping verb
full verb	auxiliary verb
full verb	light verb
international airport	domestic airport
seronegative	seropositive
seronegative	seropositive
tortoiselike	untortoiselike
undecidably	decidably
undercount	overcount
underprepared	overprepared
traversable	nontraversable
overcount	undercount
acrophyll	bathyphyll
bathyphyll	acrophyll
protostele	siphonostele
siphonostele	protostele
protostelic	siphonstelic
South Indian	North Indian
North Indian	South Indian
overdiagnosed	underdiagnosed
disprefer	prefer
overdetection	underdetection
masculinize	feminize
maximalist	minimalist
enate	agnate
allopolyploidy	autopolyploidy
endoskeletal	exoskeletal
outgroup	ingroup
outgroup	ingroup
monophyly	paraphyly
monophyly	polyphyly
exclusionary	inclusionary
Europessimism	Europhoria
upcourt	downcourt
determinacy	indeterminacy
macraner	micraner
micraner	macraner
macrergate	micrergate
micrergate	macrergate
decumulation	accumulation
decumulate	accumulate
unobvious	Thesaurus:obvious
non-obvious	Thesaurus:obvious
stenophagous	euryphagous
euryphagous	stenophagous
preinaugural	postinaugural
overread	underread
unrequested	requested
unrequested	solicited
overexpansion	underexpansion
interdistrict	intradistrict
genericity	specificity
impactful	impactless
pluricentric	monocentric
behind its time	ahead of one's time
hyperpolarization	depolarization
hyperpolarization	hypopolarization
friendlessness	enemylessness
indicable	unindicable
unprogrammed	programmed
noncrystallographic	crystallographic
nonexponential	exponential
symplectic	antiplectic
untenured	tenured
anaphor	logophor
anaphor	cataphora
shut off	keep on
shut off	turn on
shut off	start up
shut off	leave on
firstcomer	latecomer
contrarious	cooperative
conditionality	unconditionality
conditionality	absoluteness
antigun	progun
underdose	overdose
diffusionist	migrationist
discommodate	accommodate
girlify	manify
deagglomerate	agglomerate
downdip	updip
endogeneity	exogeneity
centremost	outmost
reducibility	irreducibility
nondurable	durable
rootlessness	rootedness
ensheath	exsheath
universalist	particularist
universalist	folkish
universalist	neo-völkisch
undercapitalized	overcapitalized
homoeroticism	heteroeroticism
buildable	unbuildable
hypsodont	brachydont
agnosis	gnosis
downcourt	upcourt
noncarbonated	carbonated
noncarbonated	Thesaurus:effervescent
noncarbonated	fizzy
noncarbonated	sparkling
forgivably	inexcusably
forgivably	unforgivably
forgivably	unpardonably
unenthusiastically	enthusiastically
night person	morning person
morning person	nighthawk
morning person	night person
morning person	night owl
integrationist	segregationist
bolter	trap
preconsonantally	prevocalically
postconsonantally	postvocalically
mathematical analysis	discrete mathematics
monogenetic	polygenetic
interconsonantally	intervocalically
intervocalically	interconsonantally
contralesional	ipsilesional
lendee	lender
facultatively	mandatorily
inaccurateness	accurateness
outerness	innerness
innerness	outerness
mutator	accessor
rootedness	rootlessness
rootedness	uprootedness
restrictionist	antirestrictionist
hyperglycemic	hypoglycemic
specifiable	unspecifiable
Inner Mongolia	Outer Mongolia
Outer Mongolia	Inner Mongolia
prefight	postfight
extensionally	intensionally
intensionally	extensionally
inferentialist	representationalist
letterlike	unletterlike
clonable	unclonable
dischuffed	chuffed
losingest	winningest
omnibenevolence	omnimalevolence
decommodify	commodify
majoritarian	minoritarian
majoritarian	countermajoritarian
sportsmanly	unsportsmanlike
sportsmanly	unsportsmanly
reionize	ionize
reionize	ionise
homosociality	heterosociality
minorly	mainly
minorly	majorly
buyable	unbuyable
overwatered	underwatered
inconquerable	conquerable
backload	frontload
lifestyler	dabbler
lifestyler	weekend warrior
filmable	unfilmable
immunopositive	immunonegative
inexpressibility	expressibility
postwoman	postman
postwoman	mailman
preconference	postconference
penguinlike	unpenguinlike
seducible	inseducible
definability	indefinability
definability	undefinability
indefinability	definability
undefinability	definability
knowability	unknowability
unknowability	knowability
unspecifiable	specifiable
specifiability	unspecifiability
unspecifiability	specifiability
describableness	indescribableness
describableness	indescribability
describableness	undescribableness
describableness	undescribability
indescribableness	describableness
describability	indescribability
describability	indescribableness
describability	undescribability
describability	undescribableness
undescribability	describability
undescribability	describableness
primiparous	multiparous
prograde	retrograde
standing wave	travelling wave
archiver	unarchiver
entopic	ectopic
ruiner	founder
ruiner	builder
ruiner	constructor
ruiner	producer
overprivileged	underprivileged
noninstrumental	instrumental
noninertial	inertial
homosocial	heterosocial
homosocially	heterosocially
overdocumented	underdocumented
postconviction	preconviction
upsize	downsize
major planet	minor planet
major planet	Pluto
major planet	dwarf planet
regioregular	regioirregular
overmix	undermix
hiddenness	visibility
expressibility	inexpressibility
imaginability	unimaginability
unimaginability	imaginability
testability	untestability
betterness	worseness
overdetermine	underdetermine
nonresponsive	responsive
digital media	analog media
unoverridden	overridden
unambiguity	ambiguity
hypobaric	hyperbaric
anticolonialist	colonialist
equatorward	poleward
equatorward	polarward
scholarliness	unscholarliness
destigmatization	stigmatization
rhymable	rhymeless
rhymable	unrhymable
gross anatomy	microanatomy
hitter's count	pitcher's count
phallocratic	gynocratic
stoss	lee
inconceivability	conceivability
inconceivableness	conceivableness
microlender	microborrower
mailwoman	postman
mailwoman	mailman
inauthenticity	authenticity
corded	cordless
publicness	privateness
desexualization	sexualization
realis	irrealis
realis	irrealis mood
realis mood	irrealis
realis mood	irrealis mood
irrealis mood	realis
irrealis mood	realis mood
subclassable	sealed
overclass	underclass
unsmooth	smooth
static binding	dynamic binding
dynamic binding	static binding
unflagged	flagged
unflagged	flocked
negentropy	entropy
valence issue	position issue
faintheartedness	stoutheartedness
mergeable	divisible
mergeable	unmergeable
uncombinable	combinable
uncombinable	indivisible
uncombinable	inseparable
unrecordable	recordable
pointful	pointless
TINA	TATA
uncitable	citable
previewable	unpreviewable
contemplatable	imponderable
contemplatable	uncontemplatable
summarizable	unsummarizable
country beam	traffic beam
country beam	low beam
traffic beam	country beam
traffic beam	high beam
scotophase	photophase
surveyable	unsurveyable
unclonable	clonable
universalization	specialization
universalization	Thesaurus:specialization
low-slope roof	steep-slope roof
nullibiquitous	ubiquitous
undergoer	actor
maidenliness	unmaidenliness
unmaidenliness	maidenliness
exonymic	endonymic
exonymic	endonymous
moreness	lessness
endonormative	exonormative
exonormative	endonormative
front-wheel drive	rear-wheel drive
unsignedness	signedness
queenless	queenright
glober	flat-earther
glober	flattard
glober	flerf
stop down	stop up
goodest	baddest
coatable	uncoatable
uncoatable	coatable
paintable	unpaintable
unpaintable	paintable
dyscrasia	eucrasia
flippase	floppase
interdisciplinarily	disciplinary
downwelling	upwelling
NOK	PLU
NOK	OK
steep-slope roof	low-slope roof
lose one's shit	hold it together
gooder	badder
do a slow burn	chill out
do a slow burn	calm down
do a slow burn	cool off
inalterable	alterable
antepartum	antenatal
antepartum	prenatal
antepartum	postpartum
corner infield	middle infield
middle infield	corner infield
cuttable	uncuttable
uncuttable	cuttable
do justice	do injustice
trade surplus	trade deficit
pitcher's count	hitter's count
supermodular	submodular
levo-	dextro-
levo-	dextro-
dextro-	sinistro-
dextro-	levo-
dextro-	levo-
compilable	uncompilable
contentless	contentful
wirelessness	wiredness
unsanctify	sanctify
sanctifiable	unsanctifiable
sanctionable	unsanctionable
unsanctionable	sanctionable
noteful	unnoteful
noteful	noteless
labialize	delabialize
labialize	palatalise
on the clock	off the clock
unfilterable	filterable
anhygroscopic	hygroscopic
blackishness	whiteness
blackishness	whitishness
blackishness	blacklessness
precompile	jit
microfibrous	macrofibrous
foldedness	unfoldedness
unfoldedness	foldedness
angerless	angerful
angerless	angry
unbrokenness	brokenness
manyness	oneness
manyness	fewness
manyness	Thesaurus:fewness
manyness	singleness
hypoactive	hyperactive
underactive	overactive
unimprisoned	imprisoned
pure name	impure name
impure name	pure name
previousness	nextness
troubledly	untroubledly
informatory	uninformative
sux	rox
downslide	upswing
divalike	ladylike
matchwinning	matchlosing
unpleasantry	pleasantry
strengthful	strengthless
dissoluble	indissoluble
natural fiber	synthetic fiber
underheat	overheat
unwashable	washable
dreamable	undreamable
undreamable	dreamable
educatee	educator
apophatic	cataphatic
prosuicide	antisuicide
reformable	unreformable
matchy-matchy	clashy-clashy
hypospadias	epispadias
historied	historyless
historied	unhistoried
historyless	historied
historyless	storied
heterosexually	homosexually
homosexually	heterosexually
unfretted	fretted
client-side	server-side
server-side	client-side
extrinsicality	Thesaurus:intrinsicality
extrinsicality	intrinsicality
patriclinous	matroclinous
matrilateral	patrilateral
matrist	patrist
matroclinous	patroclinous
uneath	eath
uneath	easy
eath	uneath
eath	difficult
lessness	moreness
extubate	intubate
versioned	unversioned
anteversion	retroversion
defiable	undefiable
undefiable	defiable
hypoperfusion	hyperperfusion
macrocytic	microcytic
unfamiliarly	familiarly
overreport	underreport
noncity	city
noncity	urban
postinformation	preinformation
disunify	unify
inflectable	uninflectable
encodable	unencodable
postdose	predose
normoblast	megaloblast
kohai	senpai
hueless	hueful
hueless	huesome
nonobvious	Thesaurus:obvious
prehurricane	posthurricane
hypolipidemia	hyperlipidemia
inharmonicity	harmony
inharmonicity	harmonicity
lowbush	highbush
signable	unsignable
maximum-security	minimum-security
maximum-security	minimum security
highbush	lowbush
undersampled	oversampled
static typing	dynamic typing
dynamic typing	static typing
decompressive	compressive
retard	speed up
retard	speed
retard	accelerate
retard	come forward
worseness	betterness
enlightenable	unenlightenable
postdebate	predebate
off the clock	on the clock
northmost	southmost
northmost	southernmost
southmost	northmost
southmost	northernmost
nonmimetic	mimetic
Imperial Flanders	Crown Flanders
minimality	maximality
glass jaw	chin
