# lang=en
free	unfree
anterograde	retrograde
blackwash	whitewash
negligibly	importantly
negligibly	significantly
codomain	domain
inexactitude	exactitude
uncritically	critically
unresponsive	responsive
inexact	precise
inexact	exact
inexact	perfect
inexact	strict
inexact	exact
inexact	exact
soft sell	hard sell
predictive	reactive
socialistic	capitalistic
socialistic	capitalist
categorized	uncategorized
transitively	intransitively
synthetic fiber	natural fiber
functional requirement	non-functional requirement
brachysyllabic	polysyllabic
brachysyllabic	sesquipedalian
broad-minded	narrow-minded
outdent	indent
flagged	unflagged
ill-equipped	well-equipped
long hundred	short hundred
destructively	constructively
considerateness	inconsiderateness
constructiveness	destructiveness
windowed	unfenestrated
windowed	unwindowed
windowed	windowless
windowed	nonwindowed
windowed	nonwindowed
windowed	full screen
copyrightable	uncopyrightable
citable	uncitable
self-awareness	self-unawareness
short-range	long-range
consensual	non-consensual
believably	unbelievably
credibly	incredibly
comprehensibly	incomprehensibly
insincerely	sincerely
synapomorphy	plesiomorphy
footless	skillful
footless	adroit
combustibility	incombustibility
combustibility	noncombustibility
gendered	genderless
heavenward	earthward
heavenward	groundward
Precambrian	Phanerozoic
nonpositive	positive
new money	old money
concavity	convexity
convolve	deconvolve
supervised	unsupervised
filthy rich	dirt-poor
considerately	inconsiderately
ectorhinal	endorhinal
paraphilic	normophilic
renewable energy	resource energy
contractible	incontractible
contractible	noncontractible
contractible	uncontractible
testable	untestable
testable	intestable
secretor	nonsecretor
deglomeration	agglomeration
correctable	uncorrectable
unsurprising	surprising
demotion	promotion
curability	incurability
fast forward	slow motion
fast forward	rewind
unaffordable	affordable
reachable	unreachable
Bolshevism	antibolshevism
proprioceptive	exteroceptive
practicability	impracticability
differentiated	undifferentiated
beautifier	uglifier
divinable	unconjecturable
divinable	undivinable
divinable	unguessable
divinable	indivinable
testacy	intestacy
uglification	beautification
overproportion	underproportion
genericness	specificness
unregistrable	registrable
unregistrability	registrability
registrable	unregistrable
spacewoman	spaceman
hypotonic	hypertonic
dependently	independently
disingenuously	frankly
disingenuously	openly
disingenuously	candidly
disingenuously	worthily
disingenuously	nobly
subjectiveness	objectiveness
off the mark	near the mark
off the mark	on the mark
extramarital	intramarital
unexplainable	explicable
unexplainable	explainable
unexplainable	explicatable
unexplainable	Thesaurus:comprehensible
inauspiciousness	auspiciousness
inauspiciousness	propitiousness
inauspiciousness	favorableness
phoniness	authenticity
personalty	real estate
petaled	apetalous
petalled	apetalous
desacralize	sacralize
desacralize	Thesaurus:consecrate
benignity	malignancy
postlapsarian	prelapsarian
bondwoman	freewoman
menorrhagia	oligomenorrhea
market economy	command economy
market economy	mixed economy
market economy	planned economy
imparisyllabic	parisyllabic
antiemetic	emetic
alikeness	unalikeness
peacetime	wartime
appeasable	inappeasable
beardedness	beardlessness
beardlessness	beardedness
unsatisfying	satisfying
unmelted	melted
unglazed	glazed
undecorated	decorated
repeatable	unrepeatable
unlace	lace up
unrepeatable	repeatable
self-confident	insecure
heat sink	heat source
haploinsufficiency	triplosensitivity
best friend	worst enemy
undercharge	overcharge
unmodified	modified
unperceptive	perceptive
unprintable	printable
off board	on board
uncharming	charming
homogeneous mixture	heterogeneous mixture
heterogeneous mixture	homogeneous mixture
breakup	freeze-up
undetectable	detectable
undoable	unundoable
offscreen	onscreen
expensively	cheaply
embraceable	unembraceable
unsystematic	systematic
untactful	tactful
defeatable	impregnable
defeatable	insuperable
defeatable	invincible
defeatable	unbeatable
defeatable	undefeatable
pretest	aftertest
pretest	posttest
printable	unprintable
printable	nonprintable
overcook	undercook
long ago	recently
long ago	Thesaurus:recently
right-about	left-about
thumbs-down	thumbs-up
thumbs-up	thumbs-down
heteronormative	nonheteronormative
heteronormative	homonormative
reducible	irreducible
reducible	increasable
unimaginatively	imaginatively
imaginatively	unimaginatively
interspecific	intraspecific
unkeen	keen
eradicable	ineradicable
erasable	unerasable
erasable	recordable
muzzleloading	breechloading
sensationalism	antisensationalism
strophic	through-composed
high-risk	low-risk
right-handedness	left-handedness
right-handedness	sinistrality
endlessness	finitude
holo-	semi-
holo-	demi-
holo-	semi-
holo-	half-
holo-	hemi-
holo-	demi-
enplane	deplane
exhaustible	inexhaustible
explainable	Thesaurus:incomprehensible
explainable	inexplicable
explainable	unexplainable
explicitness	implicitness
extinguishable	inextinguishable
extralegal	intralegal
extramural	intramural
privatize	deprivatize
privatize	nationalize
procurable	unprocurable
procurable	unobtainable
highborn	low-born
supernatant	infranatant
neurodegenerative	neurogenerative
coolth	warmth
gratefulness	ungratefulness
gratefulness	ingratitude
gratefulness	unthankfulness
graspable	Thesaurus:incomprehensible
graspable	unintelligible
disadvantageously	advantageously
dialefe	sinalefe
impavid	pavid
genophilia	genophobia
homoscedastic	heteroscedastic
prepetition	post-petition
prepetition	postpetition
sortable	unsortable
sortable	nonsortable
step-down	step-up
governmentalize	privatize
southeastwards	northwestwards
faultlessness	faultfulness
faultlessness	fallibility
feasibly	unrealizably
feasibly	infeasibly
feasibly	impracticably
federalize	defederalize
fetishistic	normophilic
forwardly	backwardly
traceable	nontraceable
traceable	untraceable
unseasonable	seasonable
filterable	unfilterable
katabasis	anabasis
inbreathe	breathe out
inbreathe	exhale
inbreathe	outbreathe
unbeseem	beseem
sober as a judge	drunk as a lord
drunk as a lord	sober as a judge
inadmissibility	admissibility
inapplicability	applicability
fluidity	viscosity
flyable	unflyable
offensive zone	defending zone
offensive zone	defensive zone
hypercalcemia	eucalcemia
hypercalcemia	normocalcemia
hypercalcemia	hypocalcemia
dehumanize	humanize
take care of the pennies and the pounds will take care of themselves	don't be penny-wise and pound-foolish
look before one leaps	he who hesitates is lost
object code	source code
overdressed	underdressed
unchallenging	challenging
unceremoniously	formal
opponent	supporter
opponent	proponent
opponent	advocate
opponent	respondent
painterly	linear
painterly	plastic
dayside	nightside
peak hour	off-hours
peak hour	off-peak
short fuse	long fuse
short fuse	slow fuse
indeterminism	determinism
indeterminism	fatalism
indeterminism	predeterminism
indeterminism	uncertainty
unpopularity	popularity
unsuccessfully	successfully
unsystematic risk	systematic risk
unsystematic risk	non-diversifiable risk
per stirpes	per capita
fordable	unfordable
hypoalgesia	hyperalgesia
resoluteness	irresoluteness
racemo	meso
in color	in black and white
preoral	postoral
postoral	preoral
macrometeorology	micrometeorology
chur	hea
full screen	windowed
actinopterygian	sarcopterygian
incoherence	coherence
decani	cantoris
documentable	undocumentable
undocumentable	documentable
user-hostile	user-friendly
definable	undefinable
definable	indefinable
funnyman	straight man
endarken	enlighten
greaten	lessen
greaten	decrease
inaudibly	audibly
inaudibly	loudly
inaudibly	vocally
ailurophobe	ailurophile
do up	undo
zip up	undo
zip up	unzip
zip up	zip down
rurality	urbanity
hospitably	unhospitably
hospitably	inhospitably
humanly	inhumanly
unfading	fading
refundable	nonrefundable
refundable	unrefundable
refundable	non-refundable
supervillain	superhero
operable	inoperable
anecdotal evidence	empirical evidence
anecdotal evidence	scientific evidence
unlivable	livable
inhabitable	uninhabitable
inhabitable	unhabitable
black metal	white metal
immaturely	maturely
inadequately	adequately
incalculably	calculably
incompletely	completely
incomprehensibly	comprehensibly
incomprehensibly	understandably
inconsiderately	considerately
inconveniently	conveniently
ineligibly	eligibly
inhospitably	hospitably
inhumanly	humanly
harmfulness	harmlessness
harmfulness	innocuousness
gee up	whoa
out-of-state	in-state
describable	indescribable
polyculture	monoculture
decidable	undecidable
decentralize	recentralize
competence	inability
competence	ineptitude
competence	incompetence
negativity	positivity
global cooling	global warming
indefeasible	defeasible
insensitively	sensitively
inseparably	separably
maturely	immaturely
overactive	underactive
ground pounder	flyboy
ground pounder	airman
revocable	irrevocable
deducible	indeducible
deducible	undeducible
deducible	nondeducible
dehumanization	anthropomorphism
dehumanization	humanization
dehumidifier	humidifier
does a bear shit in the woods	is the Pope Jewish?
depoliticize	politicize
destructibility	indestructibility
destructibility	constructibility
destructibility	producibility
determinable	indeterminable
determinable	undeterminable
overawe	underwhelm
overpopulation	underpopulation
predesignate	preindesignate
dead tree edition	soft copy
dead tree edition	e-zine
dead tree edition	e-book
preachy	laissez faire
preachy	tolerant
preachy	impious
preachy	irreverent
luminal	basalolateral
basalolateral	luminal
unionized	unorganized
independent set	clique
debrine	brine
debrine	salinate
debrine	salt
treatable	untreatable
depolymerization	polymerization
heathendom	Christendom
underlit	overlit
hysteretic	anhysteretic
unlimber	limber
overbuild	underbuild
whitewashed	blackwashed
in dictione	extra dictionem
extra dictionem	in dictione
overdevelop	underdevelop
overhand	underhand
hyperpolarize	hypopolarize
overstimulate	understimulate
self-aware	self-unaware
tenured	untenured
condition precedent	condition subsequent
stative	dynamic
return ticket	one-way ticket
strong declension	mixed declension
strong declension	weak declension
strong declension	weak conjugation
strong declension	mixed conjugation
disoblige	oblige
negativeness	positiveness
mydriasis	miosis
irresolvable	resolvable
made-to-order	Thesaurus:custom-made
made-to-order	ready-made
hall of fame	hall of shame
hall of shame	hall of fame
penetrative	unpenetrative
embus	debus
legalist	antinomian
mindfulness	unmindfulness
mindfulness	mindlessness
petalous	petalless
unknowingly	knowingly
northwards	southwards
untreated	treated
inexpensiveness	expensiveness
pleasantness	unpleasantness
trivialization	exaggeration
traditionalist	annihilationist
traditionalist	conditionalist
traditionalist	destructionist
traditionalist	reformer
traditionalist	reformist
traditionalism	rationalism
traditionalism	progressivism
naysay	yeasay
terminable	interminable
Earther	extraterrestrial
Earther	alien
Earther	Thesaurus:extraterrestrial
tradeswoman	tradesman
harmlessness	harmfulness
harmlessness	nocence
bay platform	through platform
wipe the slate clean	hold a grudge
topspin	backspin
tribalism	cosmopolitanism
honoree	honorer
monohull	multihull
professionalize	unprofessionalize
professionalize	deprofessionalize
unavailingly	availingly
hypotensive	hypertensive
unintelligibly	intelligibly
unreliably	reliably
unsatisfactorily	satisfactorily
unscrupulously	scrupulously
honeycombed	nonhoneycombed
undershoot	overshoot
illegibility	legibility
inexactness	exactness
ristretto	lungo
premedication	postmedication
elsewhence	elsewhither
wet season	dry season
rainy season	dry season
hyperosmolar	hypoosmolar
hyperosmolarity	hypoosmolarity
disexcitation	excitation
rostral	caudal
undependable	dependable
uniformed	non-uniformed
uniformed	nonuniformed
caffeinate	decaffeinate
dry season	rainy season
pieceworker	timeworker
nocuous	innocuous
detournement	recuperation
unavailability	availability
centralisation	decentralisation
uncleanliness	cleanliness
humanize	dehumanize
weak declension	strong declension
weak declension	mixed declension
producible	improducible
producible	destructible
discommode	accommodate
honorer	honoree
honorer	honorand
focussed	unfocussed
downswing	upswing
multitasking	monotasking
multitasking	single-tasking
multitasking	unitasking
de-emulsify	emulsify
de-emulsifier	emulsifier
validated	unvalidated
transposing	non-transposing
bridled	unbridled
timetabled	untimetabled
nationalised	unnationalised
pressurised	unpressurised
nonabrasive	rough
nonabrasive	scratchy
nonabrasive	scouring
nonabrasive	gritty
maidenly	unmaidenly
maleficence	beneficence
maleficence	nonmaleficence
militarist	pacifist
illuminable	Thesaurus:incomprehensible
illuminable	unintelligible
immateriality	materiality
immunodeficient	immunocompetent
nontrinitarianism	trinitarianism
out of condition	fit
out of condition	in condition
in condition	unfit
in condition	out of condition
ineligibility	eligibility
exobiotic	endobiotic
Filipina	Filipino
mistakable	distinct
mistakable	clear
downbeat	upbeat
out of someone's way	on the way
out of someone's way	on one's way
monospace	proportional
value bet	bluff
new-fashioned	old-fashioned
advertent	inadvertent
value raise	bluff
on one's way	out of one's way
hopefulness	hopelessness
in the short run	in the long run
come hell or high water	Lord willing and the creek don't rise
unreactive	reactive
dynamicity	staticity
made hand	drawing hand
drawing hand	made hand
incorrectness	correctness
inconsiderateness	considerateness
indeterminacy	determinacy
indivisibility	divisibility
indivisibility	uncombinability
indivisibility	unmergeability
inevitability	evitability
inevitability	impossibility
inevitability	contingency
inflammability	non-inflammability
inflammability	noninflammability
informality	formality
insensitivity	sensitivity
inseparability	separability
mechanised	non-mechanised
under-	epi-
under-	sur-
under-	over-
under-	pleo-
under-	supra-
under-	hyper-
under-	per-
under-	telo-
under-	pur-
under-	arch-
low-born	high-born
Rightpondian	Leftpondian
Leftpondian	Rightpondian
insobriety	sobriety
insobriety	Thesaurus:drunkenness#Antonyms
incommensurate	commensurate
incommunicable	communicable
indecorous	decorous
ready-made	custom-made
ready-made	made-to-order
ready-made	Thesaurus:custom-made
indeterminable	determinable
ineducable	educable
inextinguishable	extinguishable
unfriendliness	friendliness
unsoundness	soundness
rebelliousness	docility
in the know	in the dark
infelicity	felicity
infinitival	finite
insentience	sentience
insurable	uninsurable
non-exclusive	exclusive
consonance	dissonance
consonance	discordance
greenlight	redlight
patrilateral	matrilateral
disillusioned	inspired
heritability	environmentability
regressive	progressive
prognathism	retrognathism
underdiagnosed	overdiagnosed
anti-fascism	fascism
illegalize	legalize
denitrify	nitrify
apparency	latency
dynamical	statical
unvalidated	validated
hypergravity	hypogravity
underpowered	OP
underpowered	overpowered
copyrightability	uncopyrightability
reconcilable	irreconcilable
reconcilable	unreconcilable
reconcilable	inreconcilable
underweight	overweight
underweight	overweight
borrasca	bonanza
retrogression	progression
retrogressive	progressive
prozine	fanmag
prozine	fanzine
precedential	nonprecedential
touristed	untouristed
untouristed	touristed
lo-fi	hi-fi
nonvolatile	volatile
punctuated	unpunctuated
abapical	apical
constat	non constat
command line interface	graphical user interface
dubitable	indubitable
intravital	extravital
rightward	leftward
off-topic	on-topic
unifying	divisive
unifying	disunifying
exergy	anergy
downlink	uplink
antisense	sense
disconfirm	confirm
overmatch	undermatch
adluminal	abluminal
lose heart	take heart
katabatic	anabatic
plug out	plug in
antifeedant	phagostimulatory
syncategorematic	categorematic
winless	undefeated
business as usual	whatever it takes
in-winter	outwinter
outwinter	in-winter
autotelic	nonautotelic
autotelic	non-autotelic
soft key	hard key
conflict of interest	impartiality
conflict of interest	disinterested#Synonyms
fluorophilic	fluorophobic
palmar	dorsal
waning moon	waxing moon
old moon	new moon
old moon	young moon
assessable	unassessable
assessable	nonassessable
thermolabile	thermostable
well-formed	ill-formed
in one's right mind	out of one's mind
in one's right mind	Thesaurus:insane
nonbreakable	breakable
nonbreakable	frangible
nonbreakable	fragile
disfavor	favor
resource energy	renewable energy
aphanitic	phaneritic
prepartum	postpartum
eu-	dys-
eu-	mal-
eu-	pseudo-
hypo-	epi-
hypo-	super-
hypo-	sur-
hypo-	en-
hypo-	supra-
hypo-	on-
hypo-	ultra-
hypo-	hyper-
hypo-	over-
ultra-	infra-
unvaccinated	vaccinated
downregulate	upregulate
upregulate	downregulate
noncancerous	cancerous
nonclinical	clinical
noncombustible	flammable
noncombustible	combustible
uncontroversial	controversial
overpressure	underpressure
fretless	fretted
keep one's head	panic
keep one's head	lose one's head
economic growth	negative growth
despised	cherished
despised	treasured
despised	undespised
underperforming	overperforming
hibernal	aestival
hibernal	estival
above the salt	below the salt
alkalify	acidify
yeppers	nopers
incurrent	excurrent
iconodule	iconoclast
poikilohydric	homoiohydric
countably	uncountably
minor planet	major planet
minor planet	planet
finiteness	infiniteness
finiteness	Thesaurus:infinity
finiteness	infinity
-to-be	ex-
-to-be	then
-to-be	former
uncloak	cloak
uncloak	becloak
uncloak	hide
uncloak	cover
untypical	typical
summerlike	unsummerlike
macropsia	micropsia
allochthonous	autochthonous
nondeterminism	determinism
ex nunc	ex tunc
ex tunc	ex nunc
nonconsecutive	consecutive
noncontagious	contagious
noncontroversial	controversial
apodictic	problematic
apodictic	assertorical
right-footed	left-footed
left-footed	right-footed
atelic	telic
nondrying	drying
nonfactual	factual
reverso	recto
farctate	hollow
farctate	tubular
irreflexive	reflexive
meristic	ameristic
prefrontal	postfrontal
depressogenic	antidepressant
oversteer	understeer
intraspecies	interspecies
spankee	unspanked
fishable	nonfishable
fishable	unfishable
downforce	upforce
plagal	authentic
underact	overact
chewable	unchewable
unreel	reel in
unsearchable	searchable
hypokinesia	hyperkinesia
discontinuance	continuance
nonmoving part	moving part
nonpoisonous	poisonous
nonpoisonous	venomous
nonpoisonous	toxic
nonpracticing	practicing
nonpracticing	observant
nonpracticing	religious
nonuniform	uniform
endolabial	exolabial
exolabial	endolabial
incautiously	cautiously
underwhelm	overwhelm
underwhelm	overawe
hypnopompic	hypnagogic
nonreactive	reactive
she-	he-
nonproductive	productive
nonsecular	secular
acidoses	alkaloses#Noun
advertently	inadvertently
pressingly	apathetically
pressingly	half-heartedly
crystallographic	noncrystallographic
addressable	unaddressable
antiangiogenic	proangiogenic
worse off	better off
positronic	electronic
ensmallen	embiggen
keep one's eye on the ball	take one's eye off the ball
take one's eye off the ball	keep one's eye on the ball
hypervitaminosis	hypovitaminosis
materiality	immateriality
materiality	ethereality
ethereality	materiality
unsmoked	smoked
desacralization	sanctification
desacralization	sacralization
breathe out	breathe in
in general	Thesaurus:specifically
in general	in particular
underpressure	overpressure
Eve-teasing	Adam-teasing
losings	winnings
aerophyte	anaerophyte
albinoism	melanism
aisled	unaisled
divorcer	divorcee
Americanization	de-Americanization
amazedly	unamazedly
reggie	good shit
reggie	gas
reggie	dank
reggie	loud
parameterization	deparameterization
conceivability	inconceivability
hypofunction	hyperfunction
metalled	unmetalled
milchig	fleischig
fleischig	milchig
adsorptive	nonadsorptive
wildling	cultivar
take a bow	make one's bow
slow oven	quick oven
in private	in public
top drawer	second-rate
top drawer	second-drawer
top drawer	inferior
top drawer	mediocre
uptime	downtime
aesthetical	inaesthetic
scathed	unscathed
regular verb	irregular verb
disunity	unity
in focus	out of focus
fast lane	slow lane
unprovable	provable
lightsome	darksome
overspecify	underspecify
anteclassical	postclassical
postclassical	anteclassical
anteclassically	postclassically
postclassically	anteclassically
unseeded	seeded
afferently	efferently
efferently	afferently
basic research	applied research
duck-footed	pigeon-toed
stoppable	unstoppable
anergy	exergy
anergy	free energy
anergy	synergy
homoplasy	homology
idiocracy	geniocracy
below the fold	above the fold
spectacled	unbespectacled
spectacled	unspectacled
amusable	unamusable
digital signal	analogue signal
orientable	nonorientable
nonorientable	orientable
apoherm	periherm
periherm	apoherm
-and	-ing
-and	-or
-and	-er
-end	-ing
-end	-or
-end	-er
hyperferremia	hypoferremia
nationalisation	privatisation
nationalisation	privatization
apocenter	pericenter
open-end fund	closed-end fund
closed-end fund	open-end fund
kamaʻaina	malihini
asexual reproduction	sexual reproduction
deletionism	inclusionism
ambiguate	disambiguate
ambiguation	disambiguation
hypokalemia	eukalemia
hypokalemia	normokalemia
hypokalemia	hyperkalemia
diplobiontic	haplobiontic
anopia	sight
no-load fund	load fund
load fund	no-load fund
Sinophobia	Sinophilia
radicate	eradicate
radicate	uproot
radicate	deracinate
treed	untreed
downstroke	upstroke
thetic	nonthetic
badfic	goodfic
defunction	existence
defunction	life
defunction	birth
slow up	speed up
slow up	accelerate
myelinating	demyelinating
proportionable	unproportionable
squelched	unsquelched
half sister-in-law	half brother-in-law
dysphemia	euphemism
demyelinating	myelinating
thalian	antithalian
limnic	marine
decomposable	indecomposable
decomposable	undecomposable
magnetise	demagnetise
magnetisation	demagnetisation
manual transmission	gearbox
manual transmission	automatic transmission
manual transmission	automatic
standard transmission	gearbox
standard transmission	automatic transmission
standard transmission	automatic
superheated	non-superheated
superheated	unsuperheated
superheated	nonsuperheated
nanny goat	billy goat
aprotic	protic
protic	aprotic
not quite	much
not quite	quite
multimeric	monomeric
chaussé	chapé
automatable	unautomatable
declinable	indeclinable
demethylation	methylation
hyperalgesia	hypoalgesia
monotypic	polytypic
near miss	direct hit
near miss	rout
near miss	fiasco
neuroprotective	neurodestructive
postnuptial	antenuptial
postnuptial	prenuptial
nitrosylation	denitrosylation
unmanliness	manliness
monogyny	polygyny
monoandry	polyandry
monoandry	polygamy
heterodiegetic	autodiegetic
heterodiegetic	homodiegetic
loose coupling	tight coupling
flatlander	highlander
flatlander	ridge-runner
cheechako	sourdough
facing points	trailing points
trailing points	facing points
stereoregular	stereoirregular
isotactic	heterotactic
analytic philosophy	continental philosophy
continental philosophy	analytic philosophy
made of fail	made of win
fat	thin
fat	skinny
fat	slim
fat	lean
fat	slender
achiral	chiral
amphichiral	chiral
anxiolytic	anxiogenic
current asset	non-current asset
current asset	fixed asset
financial capital	real capital
real capital	financial capital
levulose	L-fructose
on accident	on purpose
right-of-centre	left-of-centre
left-of-centre	right-of-centre
ring hollow	ring true
ring true	ring false
ring true	ring hollow
badly off	well off
badly off	rich
acyanophilous	cyanophilous
cyanophilous	acyanophilous
aequihymeniiferous	inaequihymeniiferous
aniso-	iso-#Synonyms
homonuclear	heteronuclear
on camera	off camera
intensional	extensional
bathochromic	hypsochromic
hypsochromic	bathochromic
non-notable	notable
authorized term	unauthorized term
unauthorized term	authorized term
composite type	primitive type
hypochromic	hyperchromic
hyperchromic	hypochromic
nonquantitative	quantitative
anaplasia	prosoplasia
gainly	ungainly
high season	low season
high season	white week
peak season	low season
heir apparent	heir presumptive
heir presumptive	heir apparent
monkey on one's back	monkey off one's back
IJN	IJA
syndetic	asyndetic
geocentrism	heliocentrism
NDR	NDC
postpubescent	prepubescent
gonadotropic	antigonadotropic
hyperbilirubinemia	hypobilirubinemia
illogicalness	logicalness
lipophobic	lipophilic
oliguria	polyuria
callose	ecallose
vasodilation	vasoconstriction#Noun
acropetal	basipetal
good offices	evil offices
good offices	ill offices
basipetal	acropetal
positivity	negativity
comproportionation	disproportionation
feminize	masculinize
feminize	masculinise
feminize	masculise
feminize	masculize
falsidical	veridical
atoroidal	toroidal
plain line	pointwork
modifiable	unmodifiable
unmodifiable	modifiable
dim-bulb	Thesaurus:intelligent
hyperlipidemia	hypolipidemia
opt in	opt out
well-off	badly off
well-off	ill-off
worst off	best off
better-off	worse-off
bad off	well off
bad off	rich
min.	max.
untestable	testable
subterminal	supraterminal
workably	unworkably
on-hook	off-hook
Grandmaster	woodpusher
Grandmaster	patzer
short-acting	long-acting
unquantified	quantified
inutility	utility
active power	reactive power
synclinal	anticlinal
conrotatory	disrotatory
disrotatory	conrotatory
deshielding	shielding
downfield	upfield
upfield	downfield
downwash	upwash
close-minded	open-minded
give way	way enough
vivipary	ovipary
heterotactic	isotactic
intrapatient	interpatient
hypocentre	epicentre
hypocenter	epicenter
unprovocative	provocative
indisposable	disposable
inoccupancy	occupancy
lyophobic	lyophile
lyophobic	lyophilic
microcomponent	macrocomponent
microheterogeneity	macroheterogeneity
rheopexy	thixotropy
numbered list	bullet list
numbered list	bulleted list
straight up	on the rocks
out-of-band	inband
virilization	feminization
indescribability	describability
indescribability	describableness
an eye for an eye, a tooth for a tooth	turn the other cheek
trellised	untrellised
unhyphenate	hyphenate
unhyphenated	hyphenated
strengthless	strengthful
writable	read-only
dissimile	simile
multitasker	unitasker
inflare	outflare
multi-word	one-word
multi-word	single-word
single-word	multi-word
sacralization	desanctification
sacralization	desacralization
unfreedom	freedom
ab extra	ab intra
ab intra	ab extra
quantitative research	qualitative research
uncomplicate	complicate
NLS1	BLS1
BLS1	NLS1
tenuis	media
tenuis	aspirate
decrescent	increscent
discretionary spending	nondiscretionary spending
uptempo	downtempo
sequacious	extensive
sequacious	rambling
sequacious	discursive
unintelligibility	comprehensibility
unintelligibility	intelligibility
self-fertile	self-sterile
self-sterile	self-fertile
attestable	conjectural
attestable	speculative
increscent	decrescent
misopedia	philopedia
anteriorly	posteriorly
most significant bit	least significant bit
least significant bit	most significant bit
runnable	unrunnable
runnable	nonrunnable
decidability	undecidability
memorious	forgetful
irreplaceability	replaceability
combinative	noncombinative
combinative	divisive
combinative	partitive
combinative	separative
noncombinative	combinatorial
noncombinative	combinative
noncombinative	combinatory
combinability	uncombinability
combinability	divisibility
combinability	separability
heavy industry	light industry
gradable	ungradable
put on weight	lose weight
speedful	speedless
in sight	out of sight
in sight	hidden
in sight	distant
multiuser	single-user
verifiableness	unverifiability
verifiableness	unverifiableness
unverifiability	verifiability
unverifiability	verifiableness
unverifiableness	verifiability
unverifiableness	verifiableness
inacceptable	acceptable
power up	power down
unappetizingly	appetizingly
he who hesitates is lost	fools rush in where angels fear to tread
he who hesitates is lost	look before you leap
qualitativeness	quantitativeness
quantitativeness	qualitativeness
nightbreak	daybreak
nightbreak	dawn
unairworthiness	airworthiness
unalikeness	alikeness
irresolvableness	resolvableness
resolvableness	irresolvableness
ambilevous	ambidextrous
disuniate	uniate
ack	nak
ack	nack
micropenis	megalophallus
micropenis	megalopenis
micropenis	macrophallus
micropenis	macropenis
good show	bad show
rideable	unrideable
rideable	unrideable
underspecify	overspecify
inexpressable	expressable
expressable	inexpressible
inextensible	extensible
aerobiosis	anaerobiosis
hind wing	fore wing
demotivate	motivate
farinose	efarinose
senpai	kohai
underfull	overfull
unelaborated	elaborated
multihull	monohull
annexable	separable
annexable	unannexable
exoenthalpic	endoenthalpic
endoenthalpic	exoenthalpic
non-sequential	sequential
neapy	springy
heterocercal	homocercal
initial object	terminal object
terminal object	initial object
substantive law	procedural law
substantive law	adjective law
procedural law	substantive law
distinguishability	indistinguishability
ensemblist	soloist
ensemblist	soloist
commensurability	incommensurability
nonconsolidated	consolidated
eustress	distress
in the future	in the past
in the past	in the future
perilune	apolune
nocturnality	diurnality
respawn	despawn
nondepository	depository
immaculacy	maculacy
yassuh	nosuh
nosuh	yassuh
debuff	buff
debuff	improve
debuff	renew
debuff	revamp
concretization	abstraction
pervy	normophilic
egoic	nonegoic
rememberer	forgetter
dyeable	undyeable
undyeable	dyeable
assortative mating	negative assortative mating
assortative mating	disassortative mating
chaotropic	kosmotropic
isses	isn'ts
instrumentalize	deinstrumentalize
non-terminal	terminal
quasiconvex	quasiconcave
quasiconcave	quasiconvex
superable	unsuperable
superable	insuperable
maximand	minimand
minimand	maximand
interlingual	intralingual
escapable	inescapable
escapable	unescapable
physicalism	idealism
anticonstitutionalist	constitutionalist
meromictic	holomictic
holomictic	meromictic
pregraduate	postgraduate
punch in	punch out
chemoattraction	chemoavoidance
endobiont	epibiont
epibiont	endobiont
subgingival	supragingival
kutcha	pukka
outerchange	interchange
immit	emit
aibohphobia	ailihphilia
leptokurtic	platykurtic
platykurtic	leptokurtic
platykurtosis	leptokurtosis
leptokurtosis	platykurtosis
centrifugate	centrate
upper respiratory tract	lower respiratory tract
lower respiratory tract	upper respiratory tract
upper airway	lower airway
lower airway	upper airway
less is more	less is a bore
less is more	more is more
trappable	untrappable
sarcopterygian	actinopterygian
live action	computer graphics
live action	animation
inappeasable	appeasable
bad ending	good ending
good ending	bad ending
positive edge	negative edge
neutropenia	neutrophilia
hypothecal	epithecal
thecate	athecate
angustimurate	latimurate
hyperlexia	dyslexia
bellicism	pacifism
anisodiametric	isodiametric
unconstructive	constructive
forgetter	rememberer
embarrassedly	unembarrassedly
cyberattack	cyberdefense
normokalemic	dyskalemic
normokalemic	hyperkalemic
normokalemic	hypokalemic
normokalemia	dyskalemia
normokalemia	hyperkalemia
normokalemia	hypokalemia
railwayman	non-railwayman
transphobia	transphilia
solvability	unsolvability
defriend	friend
unfriend	friend
unfriend	befriend
philanthrope	misanthrope
guessable	unguessable
derivational	inflectional
preprocessed	postprocessed
preprocessing	postprocessing
anomotreme	nomotreme
increasable	unincreasable
hirable	unhirable
underwatered	overwatered
side street	highway
side street	thoroughfare
side street	main road
deserialize	serialize
euhedral	anhedral
abiosis	biosis
belt up	belt out
unselectable	selectable
procyclical	countercyclical
countercyclical	procyclical
procyclicality	countercyclicality
proact	react
sinistrorse	dextrorse
swap in	swap out
skototropism	phototropism
this evening	this morning
circularization	decircularization
antisunward	sunward
poleward	antipoleward
poleward	equatorward
fat client	thin client
religiophobia	atheophobia
costlessly	costly
discretization	smoothing
intraclade	interclade
hen night	bachelor party
hen night	stag night
heterosquare	magic square
sugariness	tartness
sugariness	sourness
sugariness	bitterness
keep one's hair on	get one's knickers in a knot
keep one's hair on	get one's bowels in an uproar
keep one's hair on	get one's knickers in a twist
upgoing	downgoing
antifibrotic	profibrotic
